,PAGE_URL_COMPLETE,name,color,imageUrl,Trending,Site,Category
0,www.koovs.com/koovs-back-print-check-shirt-137569-154536.html,Back Text Placement Print Check Shirt,Multi,https://product.koovs.com/154536_294eacb853424281853fa02a46cb6de9_image1_super_zoom.jpg,False,KOOVS,new
1,www.koovs.com/koovs-scribble-print-shirt-137411-154378.html,Scribble Print Long Sleeve Shirt,Pink,https://product.koovs.com/154378_a00ba979d98848e6a87ec72f6feb66b1_image1_super_zoom.jpg,False,KOOVS,new
2,www.koovs.com/koovs-all-over-print-shirt-137407-154374.html,Island Print Cuban Collar Shirt,Pink,https://product.koovs.com/154374_caf2c0acd53d450ba6f2b34c6b2392cb_image1_super_zoom.jpg,False,KOOVS,new
3,www.koovs.com/koovs-cut-and-sew-shirt-137277-154205.html,Cut & Sew Graffiti Sticker Print Shirt,Multi,https://product.koovs.com/154205_8f760cce786a4a9481168c30b6077a80_image1_super_zoom.jpg,False,KOOVS,new
4,www.koovs.com/koovs-muscle-fit-short-sleeve-shirt-137153-154057.html,Muscle Fit Short Sleeve Shirt,White,https://product.koovs.com/154057_a0caa55a9b4f4f46b9fdaf09023fd197_image1_super_zoom.jpg,False,KOOVS,new
5,www.koovs.com/koovs-vertical-stripe-shirt-137445-154412.html,Vertical Stripe Cuban Collar Shirt,Multi,https://product.koovs.com/154412_1c7190a11b6c4af3bb9ca6b62305b2bc_image1_super_zoom.jpg,False,KOOVS,new
6,www.koovs.com/koovs-all-over-print-shirt-137409-154376.html,Palm Print Cuban Shirt,Blue,https://product.koovs.com/154376_1bb39bed41f34e82b2a8048fe25f75a4_image1_super_zoom.jpg,False,KOOVS,new
7,www.koovs.com/koovs-money-on-fire-cuban-collar-shirt-137219-154142.html,Money On Fire Cuban Collar Shirt,Multi,https://product.koovs.com/154142_759e2f4213fe40ebbe0e76c2ebb823ec_image1_super_zoom.jpg,False,KOOVS,new
8,www.koovs.com/koovs-all-over-print-shirt-137276-154204.html,Glowing Leaf Print Shirt,Multi,https://product.koovs.com/154204_538ae4b21e284dc9a9fd67914d71efea_image1_super_zoom.jpg,False,KOOVS,new
9,www.koovs.com/koovs-classic-fit-long--sleeve-shirt-137148-154042.html,Long Sleeve Regular Shirt,Yellow,https://product.koovs.com/154042_b1fbd47a2cd647cb923fafedf5022ee2_image1_super_zoom.jpg,False,KOOVS,new
