,PAGE_URL_COMPLETE,name,color,imageUrl,Trending,Site,Category
0,www.koovs.com/koovs-front-split-polka-dot-jumpsuit-132483-148612.html,Polka Dot Print Jumpsuit,Multi,https://product.koovs.com/148612_a322af5ae61448179b02ab6097a92454_image1_super_zoom.jpg,True,KOOVS,new
1,www.koovs.com/new-black-jumpsuit-327-124030-138895.html,Basic Zip-Up Sleeveless Jumpsuit,Black,https://product.koovs.com/124030_b2653b3b014d15dc0d5b4e0584cb8023.jpg,False,KOOVS,new
2,www.koovs.com/navy-printed-jumpsuit-124028-138893.html,Moroccan Print Sleeveless Jumpsuit,Multi,https://product.koovs.com/124028_0324e66c6294dc38e35c13a4e9ccfebc.jpg,False,KOOVS,new
3,www.koovs.com/koovs-asymmetric-sequin-jumpsuit-135927-152582.html,Sequin Slash Neck Jumpsuit,Black,https://product.koovs.com/152582_d44906f58e2d43e59955bb0456c71d8d_image1_super_zoom.jpg,False,KOOVS,new
4,www.koovs.com/koovs-embellished-jumpsuits-129018-144558.html,Stud Embellished Tie-Knot Jumpsuit,Black,https://product.koovs.com/144558_5a3ea570a57845e0880ea729189f8db3_image1_super_zoom.jpg,False,KOOVS,new
5,www.koovs.com/koovs-one-shoulder-cape-sequin-jumpsuit-133104-149378.html,Sequinned One Shoulder Cape Jumpsuit,Multi,https://product.koovs.com/149378_e400a91ad5b54791883703ccaa94272f_image1_super_zoom.jpg,False,KOOVS,new
6,www.koovs.com/sleeveless-print-jumpsuits-133064-149337.html,Floral Print Sleeveless Cropped Jumpsuit,Pink,https://product.koovs.com/133064_be4670fe80bd5d07e626d376b3d93648.jpg,False,KOOVS,new
7,www.koovs.com/koovs-halter-neck-jumpsuit-167-126251-141434.html,Halter Neck Wide-Leg Jumpsuit,Yellow,https://product.koovs.com/126251_8b0983da55cb8fd6ce36cb682946239c.jpg,False,KOOVS,new
8,www.koovs.com/moss-crepe-jumpsuit-with-open-back-131886-147918.html,Tie-Knot Back Strappy Jumpsuit,Black,https://product.koovs.com/131886_a2db4199d20ff56a4e3fe8d60ebe3b40.jpg,False,KOOVS,new
9,www.koovs.com/koovs-tie-front-jumpsuit-131624-147595.html,Tiger Print Tie-Front Jumpsuit,Multi,https://product.koovs.com/131624_684e26097dea0d876b1ed1935dba5ac9.jpg,False,KOOVS,new
10,www.koovs.com/koovs-neon-animal-print-culottes-jumpsuit-121594-136199.html,Mixed Animal Print Jumpsuit,Multi,https://product.koovs.com/121594_e93a6f0e470ce043107d7baa6a3fece6.jpg,False,KOOVS,new
11,www.koovs.com/layered-play-suit-w-crs-pockt-123321-138124.html,Cold Shoulder Strappy Playsuit,Blue,https://product.koovs.com/123321_5b30a615eb0bf612f72db40f7ba2972c.jpg,False,KOOVS,new
12,www.koovs.com/koovs-ski-jumpsuit-122168-136856.html,Mandarin Collar Side Tape Jumpsuit,Blue,https://product.koovs.com/122168_6df88b58041a56066a69f1909dcc2c50.jpg,False,KOOVS,new
13,www.koovs.com/miss-london-leopard-print-wrap-culotte-jumpsuit-118325-132474.html,Leopard Print Wrap Jumpsuit,Yellow,https://product.koovs.com/132474_147db4c5017b48628935f90b831add5b_image1_super_zoom.jpg,False,KOOVS,new
14,www.koovs.com/v-neck-floral-jumpsuit-118092-132218.html,Tropical Floral Print Playsuit,Blue,https://product.koovs.com/118092_43237600b4cd8c257fe9c8a3cc3a8080.jpg,False,KOOVS,new
15,www.koovs.com/koovs-leopard-jumpsuit-115585-129333.html,Leopard Print Sleeveless Jumpsuit,Multi,https://product.koovs.com/115585_0ebff39ec64012f0350787eb6622e034.jpg,False,KOOVS,new
16,www.koovs.com/new-look-animal-pegg-115676-129438.html,Leopard Print Tie-Up Jumpsuit,Orange,https://product.koovs.com/115676_4a575eacc19f67a7b766bf39b9a8120f.jpg,False,KOOVS,new
17,www.koovs.com/lurex-sleeveless-jumpsuit-116315-130205.html,Shimmer Cut-Out Cropped Jumpsuit,Red,https://product.koovs.com/116315_61530bc2695d9628386ae110801e06d6.jpg,False,KOOVS,new
18,www.koovs.com/candy-lurex-jumpsuit-115769-129538.html,Shimmer Detail Strappy Jumpsuit,Multi,https://product.koovs.com/115769_47ca586666463c78ced139d6b2cc8ab6.jpg,False,KOOVS,new
19,www.koovs.com/jumpsuit-116213-130090.html,All Over Glitter Halter Jumpsuit,Blue,https://product.koovs.com/116213_8da520d0bac69f3ceee3489c1231ea08.jpg,False,KOOVS,new
20,www.koovs.com/lola-may-black-t-front-jumpsuit-114143-127607.html,Plunge V-Neck Jumpsuit,Black,https://product.koovs.com/114143_96fe743dea88a369d571cef13e07b2b0.jpg,False,KOOVS,new
21,www.koovs.com/koovs-jumpsuit-with-embelishment-17-113445-126826.html,Embellished Neck Velvet Jumpsuit,Red,https://product.koovs.com/113445_39c248d4cabe00249fde1e04e468e04d.jpg,False,KOOVS,new
22,www.koovs.com/koovs-collared-jumpsuit-with-belt-112980-126328.html,Collared Jumpsuit With Belt,Blue,https://product.koovs.com/112980_a5054f864bd0cd2c0411e2f668816755.jpg,False,KOOVS,new
23,www.koovs.com/glamorous-racer-back-jumpsuit-109657-122485.html,Basic Strappy Back Jumpsuit,Black,https://product.koovs.com/109657_8351e14b7927dbada556241f889d689a.jpg,False,KOOVS,new
24,www.koovs.com/koovs-halter-neck-jumpsuit-113510-126897.html,Halter Neck Jumpsuit,Black,https://product.koovs.com/113510_2fd040d655f3cb84a7bbe4e869c1dd58.jpg,False,KOOVS,new
