,PAGE_URL_COMPLETE,name,color,imageUrl,Trending,Site,Category
65,trends.ajio.com/biba-printed-straight-kurta-with-palazzos--dupatta/p/441069740_red,Printed Straight Kurta with Palazzos & Dupatta,red,https://assets.ajio.com/medias/sys_master/root/hfc/h7d/16113905500190/biba_red_&_white_straight_printed_straight_kurta_with_palazzos_&_dupatta.jpg,False,AJIO-TRENDS,popular
66,trends.ajio.com/avaasa-set-floral-print-straight-kurta-suit-set/p/440995268_pink,Floral Print Straight Kurta Suit Set,pink,https://assets.ajio.com/medias/sys_master/root/hdf/h57/13751455744030/avaasa_set_orange_&_pink_straight_floral_print_straight_kurta_suit_set.jpg,False,AJIO-TRENDS,popular
67,trends.ajio.com/avaasa-set-embroidered-flared-kurta--churidar-set/p/440988937_mustard,Embroidered Flared Kurta & Churidar Set,mustard,https://assets.ajio.com/medias/sys_master/root/hec/h9a/13181541941278/avaasa_set_mustard_flared_embroidered_flared_kurta_&_churidar_set.jpg,False,AJIO-TRENDS,popular
68,trends.ajio.com/avaasa-set-printed-straight-kurta-with-pant--dupatta/p/440995256_blue,Printed Straight Kurta with Pant & Dupatta,blue,https://assets.ajio.com/medias/sys_master/root/h09/hb4/13642512367646/avaasa_set_blue_straight_printed_straight_kurta_with_pant_&_dupatta.jpg,False,AJIO-TRENDS,popular
69,trends.ajio.com/avaasa-set-woven-straight-kurta--dupatta-set/p/440910601_teal,Woven Straight Kurta & Dupatta Set,teal,https://assets.ajio.com/medias/sys_master/root/h5a/hb4/12256363937822/avaasa_set_green_straight_woven_straight_kurta_&_dupatta_set.jpg,False,AJIO-TRENDS,popular
70,trends.ajio.com/biba-embroidered-straight-kurta-with-palazzos--dupatta/p/441069749_yellow,Embroidered Straight Kurta with Palazzos & Dupatta,yellow,https://assets.ajio.com/medias/sys_master/root/h57/h60/16113953177630/biba_yellow_&_white_straight_embroidered_straight_kurta_with_palazzos_&_dupatta.jpg,False,AJIO-TRENDS,popular
71,trends.ajio.com/avaasa-set-churidar-pants--dupatta-set/p/440819957_beige,Churidar Pants & Dupatta Set,beige,https://assets.ajio.com/medias/sys_master/root/h18/h88/11528139800606/avaasa_set_beige_churidar_pants_&_dupatta_set.jpg,False,AJIO-TRENDS,popular
72,trends.ajio.com/rangriti-embroidered-straight-kurta-with-palazzos--dupatta/p/440953604_green,Embroidered Straight Kurta with Palazzos & Dupatta,green,https://assets.ajio.com/medias/sys_master/root/h6c/h01/15065470009374/rangriti_green_straight_embroidered_straight_kurta_with_palazzos_&_dupatta.jpg,False,AJIO-TRENDS,popular
73,trends.ajio.com/biba-chevron-print-straight-kurta-with-palazzos--dupatta/p/441069725_offwhite,Chevron Print Straight Kurta with Palazzos & Dupatta,offwhite,https://assets.ajio.com/medias/sys_master/root/h09/h34/16114114658334/biba_off-white_straight_chevron_print_straight_kurta_with_palazzos_&_dupatta.jpg,False,AJIO-TRENDS,popular
74,trends.ajio.com/avaasa-set-kurta-with-palazzo--dupatta-set/p/440995264_black,Kurta with Palazzo & Dupatta Set,black,https://assets.ajio.com/medias/sys_master/root/h2b/h61/13996179587102/avaasa_set_black_straight_kurta_with_palazzo_&_dupatta_set.jpg,False,AJIO-TRENDS,popular
75,trends.ajio.com/avaasa-set-printed-panelled-a-line-kurta-with-churidar--dupatta-set/p/440988203_mustard,Printed Panelled A-line Kurta with Churidar & Dupatta Set,mustard,https://assets.ajio.com/medias/sys_master/root/h1d/h4d/15154689114142/avaasa_set_mustard_a-line_printed_panelled_a-line_kurta_with_churidar_&_dupatta_set.jpg,False,AJIO-TRENDS,popular
