,sku,id,lineId,imageSmallUrl,originalImage,productName,brandName,price,discountPrice,discountPercent,links,mainColor,masterCategoryName,subCategoryName,exclusiveToKoovs,isSkuOutOfStock,isProductOutOfStock,hasLooksAvailable,isTrending,merchantDetails,url_given,PAGE_URL_COMPLETE
0,1935571,137133,154020,https://product.koovs.com/154020_a3d34f71a9094e44960718f3d94c0243_image1_super_zoom.jpg,https://product.koovs.com/width/height/154020_a3d34f71a9094e44960718f3d94c0243_image1_super_zoom.jpg,Contrast Tape Trim Mesh Baseball Shorts,KOOVS,699,209,70,"[{'href': '/mesh-basketball-shorts-137133-154020.html', 'rel': 'self', 'method': 'GET'}]",['Yellow'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/mesh-basketball-shorts-137133-154020.html,www.koovs.com/mesh-basketball-shorts-137133-154020.html
2,1936572,137285,154213,https://product.koovs.com/154213_70820308d59a4dd9870e15450b1436f7_image1_super_zoom.jpg,https://product.koovs.com/width/height/154213_70820308d59a4dd9870e15450b1436f7_image1_super_zoom.jpg,Tiger Print Regular Shorts,KOOVS,999,999,0,"[{'href': '/koovs-aop-shorts-137285-154213.html', 'rel': 'self', 'method': 'GET'}]",['Multi'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/koovs-aop-shorts-137285-154213.html,www.koovs.com/koovs-aop-shorts-137285-154213.html
3,1917117,133254,149528,https://product.koovs.com/149528_64b5b952ce0041079a079fd5bcda1d0f_image1_super_zoom.jpg,https://product.koovs.com/width/height/149528_64b5b952ce0041079a079fd5bcda1d0f_image1_super_zoom.jpg,Contrast Side Panel Shorts,CHELSEA KING,1299,259,80,"[{'href': '/chelsea-king-panlled-shorts-464-133254-149528.html', 'rel': 'self', 'method': 'GET'}]",['Multi'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/chelsea-king-panlled-shorts-464-133254-149528.html,www.koovs.com/chelsea-king-panlled-shorts-464-133254-149528.html
4,1917101,133251,149525,https://product.koovs.com/149525_4d0b570777bd427fac032ccfe063484f_image1_super_zoom.jpg,https://product.koovs.com/width/height/149525_4d0b570777bd427fac032ccfe063484f_image1_super_zoom.jpg,Cut & Sew Panel Shorts,CHELSEA KING,1499,299,80,"[{'href': '/chelsea-king-cut--sew-panel-shorts-133251-149525.html', 'rel': 'self', 'method': 'GET'}]",['Multi'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/chelsea-king-cut--sew-panel-shorts-133251-149525.html,www.koovs.com/chelsea-king-cut--sew-panel-shorts-133251-149525.html
5,1917084,133248,149522,https://product.koovs.com/149522_b7e06e905cb74f02a19b8413f495e02a_image1_super_zoom.jpg,https://product.koovs.com/width/height/149522_b7e06e905cb74f02a19b8413f495e02a_image1_super_zoom.jpg,Frayed Hem Washed Denim Shorts,CHELSEA KING,1699,339,80,"[{'href': '/chelsea-king-frade-hem-washed-blue-denim-shorts-133248-149522.html', 'rel': 'self', 'method': 'GET'}]",['Blue'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/chelsea-king-frade-hem-washed-blue-denim-shorts-133248-149522.html,www.koovs.com/chelsea-king-frade-hem-washed-blue-denim-shorts-133248-149522.html
6,1915968,133010,149276,https://product.koovs.com/149276_2c55909cdd9b44f392e381bf98c0ba4f_image1_super_zoom.jpg,https://product.koovs.com/width/height/149276_2c55909cdd9b44f392e381bf98c0ba4f_image1_super_zoom.jpg,Sportswear Logo Shorts,Nike,2895,2895,0,"[{'href': '/nike-drawstring-logo-shorts-426-133010-149276.html', 'rel': 'self', 'method': 'GET'}]",['Grey'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/nike-drawstring-logo-shorts-426-133010-149276.html,www.koovs.com/nike-drawstring-logo-shorts-426-133010-149276.html
7,1904165,130683,146481,https://product.koovs.com/130683_143590732bd3751618aaea704b62da0e.jpg,https://product.koovs.com/width/height/130683_143590732bd3751618aaea704b62da0e.jpg,Oriental Floral Print Panelled Shorts,Shivan & Narresh X KOOVS,1499,1499,0,"[{'href': '/shivan--narresh-x-koovs-satin-all-over-print-shorts-130683-146481.html', 'rel': 'self', 'method': 'GET'}]",['Multi'],['Shorts'],['Men Shorts'],True,False,False,False,False,Koovs Exclusive,/shivan--narresh-x-koovs-satin-all-over-print-shorts-130683-146481.html,www.koovs.com/shivan--narresh-x-koovs-satin-all-over-print-shorts-130683-146481.html
8,1895125,128811,144308,https://product.koovs.com/128811_e67dc9489f2d5518415025573189313f.jpg,https://product.koovs.com/width/height/128811_e67dc9489f2d5518415025573189313f.jpg,Logo Side Tape Shorts,Fila,1199,1199,0,"[{'href': '/fila-blue-logo-basic-shorts-128811-144308.html', 'rel': 'self', 'method': 'GET'}]",['Blue'],['Shorts'],['Men Shorts'],False,False,False,False,False,,/fila-blue-logo-basic-shorts-128811-144308.html,www.koovs.com/fila-blue-logo-basic-shorts-128811-144308.html
9,1895426,128871,144379,https://product.koovs.com/128871_0cb710532cd46b6a8abf6ffef35bd381.jpg,https://product.koovs.com/width/height/128871_0cb710532cd46b6a8abf6ffef35bd381.jpg,Belted Washed Slim Shorts,Alcott,1799,1799,0,"[{'href': '/alcott-shorts-230-128871-144379.html', 'rel': 'self', 'method': 'GET'}]",['Red'],['Shorts'],['Men Shorts'],True,False,False,False,False,INTERNATIONAL BRAND,/alcott-shorts-230-128871-144379.html,www.koovs.com/alcott-shorts-230-128871-144379.html
11,1895548,128885,144407,https://product.koovs.com/128885_2db7ff89e4dfc99bb4f8c18c741ad375.jpg,https://product.koovs.com/width/height/128885_2db7ff89e4dfc99bb4f8c18c741ad375.jpg,Palm Tree Print Slim Shorts,Alcott,2999,2999,0,"[{'href': '/alcott-pants-273-128885-144407.html', 'rel': 'self', 'method': 'GET'}]",['Multi'],['Shorts'],['Men Shorts'],True,False,False,False,False,INTERNATIONAL BRAND,/alcott-pants-273-128885-144407.html,www.koovs.com/alcott-pants-273-128885-144407.html
